# v13_5kw telemetry  length=18.0  window=20.0  min_clearance=1.5
island,gen,idx,fitness,status,P_mean,P_end,FoS,twist_crossed,clearance,n_lines,rings,n_active,r_hub,r_bot,bank_top,bank_bot,lam_top,lam_bot,tether,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1,1,8,-0.525,ok,4.91,3.82,78.89,false,2.25,3,5,2,0.963,0.963,11.5,12.7,0.402,0.077,18.0,0.009663,0.012138,1.020324,0.805022,0.963025,0.431371,3.178097,3.0,-0.21196,19.0,11.542103,12.67492,0.402078,0.07729
1,1,9,-2.768,ok,5.29,4.46,724.7,false,6.93,6,4,1,2.2,1.5,16.3,21.2,0.104,0.842,18.0,0.012624,0.014324,0.776429,0.660888,2.2,0.520678,2.735957,6.0,-0.117559,16.995006,16.349722,21.161055,0.1038,0.841861
1,1,10,-2.583,ok,5.29,4.4,35.08,false,3.24,3,6,2,0.918,0.918,20.4,15.3,0.373,0.05,18.0,0.026475,0.011788,0.750504,0.981092,0.917971,0.63498,3.018672,3.0,-0.467395,19.0,20.444732,15.275335,0.373429,0.05
1,2,1,1.0e9,reject,0.0,0.0,Inf,false,2.67,9,8,1,0.7,0.7,15.0,21.8,1.0,0.415,18.0,0.01425,0.014136,0.7489,1.494818,0.7,0.861331,2.659063,9.0,-0.11,0.0,15.0,21.829754,1.0,0.414725
1,2,2,3.955,ok,3.62,2.51,2.81,false,3.95,10,6,1,0.966,0.966,8.4,11.1,0.704,0.475,18.0,0.02846,0.011868,0.855626,1.326227,0.965991,0.948683,2.501656,10.0,0.355172,4.373365,8.419161,11.097153,0.703779,0.474799
1,2,3,1.0e9,clearance_reject,NaN,NaN,NaN,false,0.51,9,4,2,1.122,1.122,22.0,22.0,0.17,0.083,18.0,0.014352,0.01144,0.756531,0.620457,1.121858,0.316228,4.145186,9.0,-0.8,19.0,22.0,22.0,0.170072,0.082993
1,2,4,3.116,ok,4.39,3.05,36.59,false,4.76,10,4,1,1.4,1.4,22.0,22.0,0.537,0.181,18.0,0.017315,0.01,0.525629,1.037052,1.4002,0.479173,2.672768,10.0,0.788967,15.922639,22.0,22.0,0.536596,0.180777
1,2,5,5.029,ok,3.29,2.29,5.31,false,4.38,13,3,1,1.466,1.466,13.7,11.1,0.562,0.379,18.0,0.014295,0.011252,1.289095,0.82177,1.46611,0.679331,3.939525,13.0,0.324838,11.14765,13.730357,11.057303,0.562436,0.379435
1,2,6,1.0e9,clearance_reject,NaN,NaN,NaN,false,-1.78,7,4,2,1.285,1.285,19.9,19.6,0.307,0.615,18.0,0.010158,0.010204,0.658984,1.083963,1.284784,0.517224,2.897762,7.0,0.795535,18.042589,19.924364,19.602132,0.307285,0.614694
1,2,7,-5.312,ok,5.81,5.31,47.78,false,6.85,3,3,1,1.355,1.355,2.6,22.0,0.142,0.169,18.0,0.009487,0.010372,0.728101,0.903429,1.354638,0.350059,3.988427,3.0,-0.8,19.0,2.591921,22.0,0.142094,0.168688
1,2,8,1.0e9,clearance_reject,NaN,NaN,NaN,false,-0.0,5,4,2,1.614,1.5,19.4,18.8,0.402,0.242,18.0,0.016176,0.01,0.820247,0.629767,1.614489,0.431371,3.178097,5.0,-0.459806,19.0,19.358873,18.81151,0.402078,0.242455
1,2,9,-3.143,ok,5.36,4.58,847.87,false,6.93,6,4,1,2.116,1.5,22.0,18.5,0.104,0.512,18.0,0.020764,0.011413,0.892123,0.759746,2.115931,0.427158,2.698947,6.0,-0.54797,15.450987,22.0,18.486241,0.1038,0.511562
1,2,10,1.0e9,clearance_reject,NaN,NaN,NaN,false,0.62,3,4,2,0.918,0.918,20.4,15.3,0.305,0.05,18.0,0.009487,0.01,0.750504,0.981092,0.917971,0.316228,4.15703,3.0,-0.8,19.0,20.444732,15.275335,0.305029,0.05
1,3,1,1.0e9,reject,0.0,0.0,Inf,false,2.75,6,7,2,0.7,0.7,16.4,17.1,0.952,0.05,18.0,0.020928,0.010105,0.602797,1.515192,0.7,0.940633,2.988,6.0,0.8,7.798119,16.370713,17.077608,0.952208,0.05
1,3,2,-3.245,ok,5.7,4.82,122.53,false,5.74,6,4,1,1.157,1.157,5.1,18.7,0.39,0.166,18.0,0.02846,0.01,0.86752,0.956735,1.156841,0.473731,3.528233,6.0,0.355172,4.373365,5.054513,18.746193,0.390127,0.166119
1,3,3,-2.195,ok,5.18,4.28,140.65,false,6.99,3,3,1,2.128,1.5,5.1,16.4,0.104,0.387,18.0,0.02846,0.010944,1.112229,0.771577,2.128387,0.439,3.545713,3.0,-0.224953,4.058441,5.054513,16.400041,0.1038,0.386985
1,3,4,1.0e9,clearance_reject,NaN,NaN,NaN,false,-1.13,12,4,2,1.4,1.4,12.2,22.0,0.475,0.395,18.0,0.017315,0.010597,1.069674,0.969755,1.4002,0.747896,3.003011,12.0,0.8,0.905667,12.177746,22.0,0.474961,0.395164
1,3,5,-4.409,ok,5.63,5.0,109.07,false,6.69,7,3,1,1.711,1.5,7.7,22.0,0.155,0.379,18.0,0.014295,0.010372,0.468785,0.930542,1.710728,0.316228,3.757751,7.0,-0.142167,17.070069,7.714282,22.0,0.15497,0.379435
1,3,6,-1.99,ok,5.61,4.53,37.39,false,5.43,7,5,1,1.155,1.155,22.0,20.3,0.446,0.106,18.0,0.02846,0.011534,0.482567,1.106764,1.154755,0.660871,2.744975,7.0,0.074729,17.333236,22.0,20.325997,0.446287,0.106051
1,3,7,-2.461,ok,5.27,4.39,60.51,false,6.41,4,3,1,1.667,1.5,22.0,12.9,0.252,0.33,18.0,0.009487,0.012474,1.223477,0.684336,1.666725,0.496334,3.988427,4.0,-0.8,16.610454,22.0,12.883903,0.252258,0.330039
1,3,8,1.0e9,clearance_reject,NaN,NaN,NaN,false,0.62,3,4,2,1.17,1.17,14.5,19.3,0.129,0.079,18.0,0.009487,0.011752,0.637764,0.922233,1.170227,0.474546,3.178097,3.0,-0.8,19.0,14.47342,19.320441,0.129203,0.079042
1,3,9,-3.368,ok,5.41,4.65,490.2,false,6.91,7,4,1,2.116,1.5,18.9,22.0,0.104,0.459,18.0,0.018492,0.010841,0.892123,0.775223,2.115931,0.316228,2.562593,7.0,-0.108102,16.944795,18.869913,22.0,0.1038,0.458576
1,3,10,-3.548,ok,5.52,4.75,22.02,false,3.22,4,6,2,0.7,0.7,8.9,18.5,0.373,0.05,18.0,0.011627,0.01,0.658095,1.168363,0.7,0.63498,3.77825,4.0,-0.046156,19.0,8.881644,18.533389,0.373429,0.05
1,4,1,-2.377,ok,5.21,4.34,122.48,false,6.99,3,3,1,2.092,1.5,8.9,22.0,0.104,0.452,18.0,0.014459,0.011033,0.99641,0.706397,2.092464,0.316228,2.988,3.0,-0.8,18.56,8.87338,22.0,0.1038,0.452349
1,4,2,-4.858,ok,5.75,5.16,119.84,false,6.51,3,5,1,1.157,1.157,12.1,22.0,0.238,0.323,18.0,0.02846,0.012169,0.683385,0.622971,1.156841,0.316228,2.886216,3.0,-0.8,4.373365,12.09933,22.0,0.238436,0.323474
1,4,3,2.203,ok,4.88,3.47,54.92,false,4.69,9,5,1,1.137,1.137,14.7,22.0,0.57,0.129,18.0,0.014587,0.01,0.44,1.138004,1.136832,0.356101,2.733029,9.0,0.766826,16.004063,14.749253,22.0,0.569854,0.129339
1,4,4,-1.201,ok,5.23,4.15,75.17,false,5.65,6,4,1,1.4,1.4,15.5,12.7,0.412,0.239,18.0,0.013361,0.012138,0.820862,1.037052,1.4002,0.405349,3.000665,6.0,0.294035,15.922639,15.482143,12.67492,0.411981,0.239394
1,4,5,-3.514,ok,5.45,4.71,67.21,false,6.81,3,3,1,1.711,1.5,2.1,22.0,0.155,0.231,18.0,0.009487,0.010502,0.490424,0.762498,1.710728,0.316228,3.837014,3.0,-0.142167,19.0,2.061783,22.0,0.15497,0.231394
1,4,6,0.786,ok,4.9,3.6,80.93,false,2.25,3,5,2,0.7,0.7,3.7,10.0,0.614,0.05,18.0,0.009487,0.011477,0.836611,1.11364,0.7,0.681594,4.132395,3.0,-0.163333,19.0,3.701249,9.953608,0.613738,0.05
1,4,7,1.0e9,clearance_reject,NaN,NaN,NaN,false,-0.83,3,4,2,1.69,1.5,7.0,22.0,0.104,0.488,18.0,0.009487,0.011318,0.818626,0.4,1.690156,0.350059,2.87646,3.0,-0.8,19.0,7.007994,22.0,0.1038,0.487533
1,4,8,1.0e9,clearance_reject,NaN,NaN,NaN,false,0.62,3,4,2,1.222,1.222,8.2,13.8,0.234,0.077,18.0,0.015832,0.010257,0.680372,1.056003,1.221988,0.622023,3.892543,3.0,0.328897,19.0,8.186226,13.811905,0.234464,0.07729
1,4,9,-3.417,ok,5.41,4.65,211.04,false,6.91,7,3,1,2.116,1.5,14.3,22.0,0.104,0.669,18.0,0.02846,0.010841,1.033139,0.661895,2.115931,0.316228,2.891926,7.0,-0.116992,4.803751,14.282302,22.0,0.1038,0.668886
1,4,10,1.0e9,clearance_reject,NaN,NaN,NaN,false,-0.76,4,7,3,0.7,0.7,8.9,22.0,0.104,0.548,18.0,0.011627,0.01,0.658095,0.713448,0.7,0.316228,3.282981,4.0,-0.732027,18.154876,8.881644,22.0,0.1038,0.547702
1,5,1,-5.353,ok,5.83,5.35,103.43,false,6.99,3,4,1,1.407,1.407,6.4,22.0,0.104,0.382,18.0,0.028348,0.011033,0.496962,0.685749,1.406671,0.316228,3.403166,3.0,-0.8,4.373365,6.38957,22.0,0.1038,0.381781
1,5,2,-4.058,ok,5.61,4.92,102.64,false,6.4,5,4,1,1.43,1.43,13.1,17.2,0.244,0.418,18.0,0.02846,0.011947,0.545016,0.754973,1.430274,0.344871,2.891455,5.0,-0.233235,2.779138,13.067353,17.169139,0.243615,0.41841
1,5,3,1.0e9,clearance_reject,NaN,NaN,NaN,false,-1.36,14,4,2,2.128,1.5,19.8,17.4,0.503,0.415,18.0,0.014212,0.012259,1.32,0.712225,2.128387,0.356101,2.733029,14.0,0.8,19.0,19.844387,17.418231,0.503055,0.414847
1,5,4,-2.776,ok,5.29,4.45,334.5,false,6.93,6,3,1,2.2,1.5,9.6,22.0,0.104,0.757,18.0,0.026876,0.012138,0.820862,0.465718,2.2,0.405349,3.000665,6.0,-0.675196,4.803751,9.624907,22.0,0.1038,0.756771
1,5,5,-5.523,ok,5.94,5.52,3.88,false,6.54,13,3,1,1.489,1.489,18.5,0.0,0.155,0.636,18.0,0.024948,0.013197,1.32,0.930542,1.489336,0.725581,3.757751,13.0,0.459195,17.070069,18.531627,0.0,0.15497,0.635918
1,5,6,-0.627,ok,5.1,3.97,103.95,false,5.77,5,4,1,1.486,1.486,13.7,12.7,0.402,0.615,18.0,0.009487,0.011534,1.233879,0.65995,1.486087,0.490131,2.912718,5.0,0.58814,12.247538,13.675242,12.67492,0.402078,0.614694
1,5,7,-5.371,ok,5.85,5.37,130.67,false,6.83,4,4,1,1.355,1.355,14.7,22.0,0.142,0.274,18.0,0.009487,0.011438,0.803103,0.903429,1.354638,0.350059,2.824891,4.0,-0.485189,4.373365,14.725964,22.0,0.142094,0.273909
1,5,8,-4.975,ok,5.76,5.2,118.51,false,6.7,3,4,1,1.297,1.297,5.3,12.7,0.185,0.37,18.0,0.009663,0.010142,0.44,0.684806,1.297122,0.431371,2.978974,3.0,-0.730943,1.79064,5.281498,12.67492,0.185373,0.370414
1,5,9,-2.506,ok,5.24,4.38,251.76,false,6.95,5,3,1,2.2,1.5,11.6,22.0,0.104,0.923,18.0,0.02846,0.013452,0.836188,0.4,2.2,0.316228,2.891926,5.0,-0.8,0.0,11.574881,22.0,0.1038,0.922501
1,5,10,-1.783,ok,5.1,4.17,1225.3,false,6.99,3,4,1,2.2,1.5,10.7,22.0,0.104,0.814,18.0,0.011627,0.012169,0.539549,1.168363,2.2,0.316228,2.75825,3.0,-0.8,9.438399,10.717023,22.0,0.1038,0.813507
1,6,1,-2.08,ok,5.15,4.23,80.88,false,6.6,8,3,1,2.177,1.5,13.0,22.0,0.17,0.761,18.0,0.022913,0.012477,0.634773,0.599702,2.176607,0.316228,3.403166,8.0,-0.545126,14.806448,12.976622,22.0,0.170072,0.761459
1,6,2,-3.047,ok,5.4,4.56,31.55,false,3.24,3,6,2,0.7,0.7,12.6,22.0,0.401,0.05,18.0,0.009487,0.01,0.64529,1.483977,0.7,0.595113,3.651507,3.0,-0.8,18.689667,12.559798,22.0,0.401041,0.05
1,6,3,-4.065,ok,5.57,4.9,88.85,false,6.75,3,4,1,1.544,1.5,10.7,22.0,0.17,0.505,18.0,0.023821,0.012734,0.595133,0.712225,1.543883,0.316228,2.680783,3.0,-0.8,0.0,10.734425,22.0,0.170072,0.50519
1,6,4,-3.462,ok,5.46,4.7,522.72,false,6.63,5,4,1,1.725,1.5,10.0,12.7,0.185,0.544,18.0,0.026876,0.010027,0.763618,0.670408,1.725207,0.431371,3.000665,5.0,-0.318703,2.050406,10.045284,12.67492,0.185373,0.543701
1,6,5,-4.58,ok,5.66,5.06,40.23,false,6.81,3,3,1,1.489,1.489,10.3,0.0,0.155,0.05,18.0,0.012753,0.011523,1.32,1.134643,1.489336,0.553134,3.696897,3.0,-0.388273,19.0,10.341707,0.0,0.15497,0.05
1,6,6,-5.143,ok,5.8,5.26,105.39,false,6.53,4,5,1,1.207,1.207,18.1,3.3,0.222,0.239,18.0,0.009553,0.01211,0.913364,0.866298,1.206875,0.350059,2.519139,4.0,0.58814,12.247538,18.103027,3.284944,0.221725,0.239423
1,6,7,1.0e9,clearance_reject,NaN,NaN,NaN,false,0.03,3,4,2,1.143,1.143,7.3,22.0,0.15,0.258,18.0,0.02846,0.010647,0.557088,0.624941,1.142981,0.316228,3.543126,3.0,-0.485189,7.352918,7.319473,22.0,0.150376,0.257979
1,6,8,1.0e9,clearance_reject,NaN,NaN,NaN,false,1.01,8,5,2,0.7,0.7,11.6,4.6,0.406,0.37,18.0,0.009487,0.010142,0.839476,1.338227,0.7,0.893813,4.1832,8.0,0.318165,19.0,11.568479,4.622852,0.405783,0.370414
1,6,9,1.0e9,clearance_reject,NaN,NaN,NaN,false,-1.37,4,4,2,1.78,1.5,13.4,22.0,0.17,0.601,18.0,0.02846,0.010841,0.7739,0.704272,1.780359,0.316228,2.692765,4.0,-0.572278,4.803751,13.365948,22.0,0.170072,0.600914
1,6,10,-2.945,ok,5.38,4.55,401.05,false,6.41,5,4,1,1.651,1.5,8.9,6.3,0.241,0.05,18.0,0.014164,0.01,0.724866,1.168363,1.650678,0.509706,2.712076,5.0,-0.271722,0.29331,8.881644,6.330823,0.24087,0.05
1,7,1,1.0e9,clearance_reject,NaN,NaN,NaN,false,0.69,3,7,3,0.7,0.7,14.8,1.1,0.104,0.05,18.0,0.009487,0.011033,0.681084,0.685749,0.7,0.547475,3.068075,3.0,-0.8,19.0,14.758179,1.137931,0.1038,0.05
1,7,2,-5.482,ok,5.96,5.48,17.0,false,6.17,11,4,1,1.256,1.256,12.1,0.0,0.238,0.469,18.0,0.02846,0.01049,0.984912,0.622971,1.256116,0.739099,3.788574,11.0,-0.8,14.6229,12.09933,0.0,0.238436,0.468688
1,7,3,1.0e9,clearance_reject,NaN,NaN,NaN,false,-1.29,7,4,2,2.2,1.5,19.7,22.0,0.104,0.505,18.0,0.027231,0.012092,1.184496,0.712225,2.2,0.316228,2.145359,7.0,0.259102,0.800003,19.749952,22.0,0.1038,0.50519
1,7,4,-4.162,ok,5.64,4.94,32.82,false,6.28,5,6,1,1.315,1.315,21.5,3.3,0.274,0.337,18.0,0.009487,0.013456,0.991016,0.670408,1.315409,0.350059,1.947742,5.0,0.58814,8.788251,21.539764,3.284944,0.274145,0.337039
1,7,5,-4.18,ok,5.58,4.92,24.51,false,6.54,13,3,1,1.922,1.5,0.0,22.0,0.155,0.629,18.0,0.024948,0.01,0.472859,0.678165,1.921586,0.404981,3.715506,13.0,-0.8,0.0,0.0,22.0,0.15497,0.629279
1,7,6,-4.191,ok,5.66,4.97,153.13,false,6.28,4,4,1,1.245,1.245,10.3,22.0,0.288,0.177,18.0,0.011627,0.010223,0.688688,1.193054,1.245418,0.366735,3.209466,4.0,0.387105,12.771286,10.266398,22.0,0.288024,0.176994
1,7,7,-4.034,ok,5.58,4.9,89.91,false,6.54,3,4,1,1.382,1.382,6.3,22.0,0.228,0.389,18.0,0.026259,0.011438,0.44,0.903429,1.381998,0.325611,2.702179,3.0,-0.8,0.0,6.269569,22.0,0.228008,0.38911
1,7,8,1.0e9,clearance_reject,NaN,NaN,NaN,false,-1.89,11,5,2,1.196,1.196,16.7,0.0,0.189,0.552,18.0,0.009663,0.014168,0.44,0.956376,1.195711,0.725581,2.978974,11.0,-0.730943,14.604363,16.710545,0.0,0.188986,0.551895
1,7,9,-5.423,ok,5.89,5.42,82.69,false,6.71,7,5,1,1.387,1.387,10.1,22.0,0.151,0.196,18.0,0.009487,0.011163,0.44,0.77353,1.387094,0.316228,2.184091,7.0,-0.8,0.0,10.086603,22.0,0.15108,0.196126
1,7,10,1.0e9,clearance_reject,NaN,NaN,NaN,false,0.75,13,8,3,0.7,0.7,14.1,18.5,0.245,0.257,18.0,0.009565,0.010783,0.781291,0.72962,0.7,0.612,2.453661,13.0,-0.8,19.0,14.080231,18.533389,0.245249,0.256912
1,8,1,-5.298,ok,5.8,5.3,55.44,false,6.81,9,4,1,1.646,1.5,17.8,12.0,0.118,0.656,18.0,0.022419,0.011033,1.107487,0.979205,1.64623,0.495027,3.15377,9.0,0.459195,9.097481,17.787464,11.994675,0.117697,0.655819
1,8,2,1.0e9,clearance_reject,NaN,NaN,NaN,false,0.99,3,5,2,1.256,1.256,22.0,0.0,0.309,0.469,18.0,0.009553,0.01049,1.302817,0.793413,1.256116,0.739099,2.352089,3.0,0.8,18.459003,22.0,0.0,0.308706,0.468688
1,8,3,-4.203,ok,5.56,4.89,127568.22,false,6.99,3,6,1,1.74,1.5,10.7,18.5,0.104,0.385,18.0,0.009487,0.011247,0.44,0.487758,1.739979,0.316228,1.711738,3.0,-0.8,0.0,10.734425,18.537778,0.1038,0.385483
1,8,4,-3.706,ok,5.46,4.74,112626.22,false,6.99,3,6,1,1.839,1.5,7.0,22.0,0.104,0.328,18.0,0.009487,0.011603,0.44,0.528994,1.838869,0.316228,1.458586,3.0,-0.8,0.0,6.984028,22.0,0.1038,0.328399
1,8,5,-5.473,ok,5.95,5.47,32.08,false,6.27,9,3,1,1.24,1.24,14.4,0.0,0.234,0.508,18.0,0.024948,0.010628,1.166708,0.930542,1.239867,0.756037,4.109405,9.0,-0.642383,16.812527,14.422133,0.0,0.233937,0.507632
1,8,6,-2.234,ok,5.22,4.3,52.95,false,2.11,6,5,2,1.176,1.176,5.5,17.3,0.222,0.123,18.0,0.009553,0.01,0.913364,0.499392,1.175645,0.416912,2.550006,6.0,-0.8,1.187686,5.452567,17.315379,0.221725,0.122544
1,8,7,1.0e9,clearance_reject,NaN,NaN,NaN,false,0.56,11,5,2,1.269,1.269,22.0,0.0,0.26,0.429,18.0,0.009487,0.013723,1.32,0.903429,1.268501,0.350059,2.783475,11.0,0.8,19.0,22.0,0.0,0.259871,0.428877
1,8,8,1.0e9,reject,0.0,0.0,Inf,false,2.68,7,7,2,1.194,1.194,20.6,12.7,0.254,0.114,18.0,0.009487,0.012197,0.875033,0.925367,1.193702,0.350059,1.698801,7.0,0.58814,1.79064,20.590829,12.67492,0.25354,0.114493
1,8,9,-4.688,ok,5.98,5.31,10.73,false,6.07,7,6,1,1.165,1.165,11.2,22.0,0.298,0.196,18.0,0.009487,0.011068,0.44,0.478264,1.165115,0.316228,2.184091,7.0,-0.342443,0.0,11.179342,22.0,0.297918,0.196126
1,8,10,1.0e9,clearance_reject,NaN,NaN,NaN,false,0.43,8,5,2,1.432,1.432,17.5,18.5,0.117,0.121,18.0,0.009487,0.012173,0.723219,0.944055,1.431956,0.316228,2.063907,8.0,-0.608313,2.014513,17.453239,18.533389,0.117322,0.120852
1,9,1,1.0e9,clearance_reject,NaN,NaN,NaN,false,-1.09,3,4,2,1.407,1.407,16.9,22.0,0.104,0.556,18.0,0.020816,0.011767,1.02306,0.536365,1.406671,0.420133,2.83184,3.0,-0.8,1.427453,16.891558,22.0,0.1038,0.555698
1,9,2,1.0e9,reject,0.0,0.0,Inf,false,3.25,4,9,2,1.256,1.256,17.2,18.5,0.134,0.302,18.0,0.009487,0.01049,0.984912,0.657206,1.256116,0.342563,1.261593,4.0,-0.554943,14.6229,17.223697,18.537778,0.133609,0.301513
1,9,3,-3.643,ok,5.45,4.73,1507.67,false,6.99,3,5,1,1.85,1.5,10.7,15.4,0.104,0.63,18.0,0.022747,0.010951,0.44,0.4,1.850073,0.316228,1.711738,3.0,-0.8,0.0,10.734425,15.387453,0.1038,0.630024
1,9,4,-5.393,ok,5.89,5.39,6.81,false,6.12,16,3,1,1.425,1.425,16.8,0.0,0.218,0.764,18.0,0.02846,0.012574,1.32,0.746402,1.42465,0.948683,4.1832,16.0,0.2525,19.0,16.807059,0.0,0.218225,0.763804
1,9,5,-5.063,ok,5.78,5.24,64.05,false,6.64,3,4,1,1.237,1.237,13.3,3.3,0.2,0.636,18.0,0.020361,0.011878,0.737936,0.741562,1.236691,0.330673,3.757751,3.0,0.407744,17.070069,13.32603,3.284944,0.199781,0.635918
1,9,6,-4.041,ok,5.54,4.87,731.25,false,6.97,4,4,1,1.815,1.5,11.5,22.0,0.104,0.393,18.0,0.009553,0.011859,0.479137,0.488407,1.815246,0.316228,2.519139,4.0,-0.8,12.247538,11.495744,22.0,0.1038,0.393293
1,9,7,-3.901,ok,5.59,4.87,193.72,false,6.35,4,4,1,1.355,1.355,8.8,22.0,0.268,0.424,18.0,0.009733,0.01,0.741259,0.646047,1.354638,0.350059,3.216925,4.0,-0.730943,8.118674,8.806688,22.0,0.268497,0.424071
1,9,8,1.0e9,clearance_reject,NaN,NaN,NaN,false,0.07,4,6,2,0.948,0.948,14.7,6.0,0.185,0.237,18.0,0.024203,0.011943,0.957607,1.02008,0.947992,0.350059,2.978974,4.0,0.58814,15.644368,14.728341,5.974081,0.185373,0.236548
1,9,9,-3.706,ok,5.51,4.78,244.32,false,6.47,3,5,1,1.387,1.387,10.1,22.0,0.247,0.05,18.0,0.009487,0.011163,0.44,0.77353,1.387094,0.316228,2.549904,3.0,-0.687996,4.373365,10.086603,22.0,0.247487,0.05
1,9,10,1.0e9,reject,0.0,0.0,Inf,false,2.8,3,7,2,1.077,1.077,9.1,11.9,0.373,0.059,18.0,0.009487,0.010039,0.658095,0.699712,1.076572,0.316228,1.991201,3.0,-0.218663,1.889512,9.120677,11.877356,0.373429,0.059437
