island,iteration,mass_kg
1,1,162.60788329437418
1,2,134.77613675468237
1,3,117.10224219381331
1,4,117.10224219381331
1,5,117.10224219381331
1,6,117.10224219381331
1,7,115.4669617992757
1,8,115.4669617992757
1,9,112.68192247679373
1,10,112.68192247679373
1,11,112.68192247679373
1,12,112.68192247679373
1,13,112.68192247679373
1,14,112.68192247679373
1,15,112.68192247679373
1,16,112.68192247679373
1,17,112.68192247679373
1,18,112.68192247679373
1,19,112.66655322850566
1,20,112.66655322850566
1,21,112.66655322850566
1,22,112.66655322850566
1,23,112.66655322850566
1,24,112.66655322850566
1,25,112.66655322850566
1,26,112.66655322850566
1,27,112.66655322850566
1,28,112.66655322850566
1,29,112.66655322850566
1,30,112.66655322850566
1,31,112.66655322850566
1,32,112.66655322850566
1,33,112.66655322850566
1,34,112.66655322850566
1,35,112.66655322850566
1,36,112.66655322850566
1,37,112.66655322850566
1,38,112.66655322850566
1,39,112.66655322850566
1,40,112.66655322850566
1,41,112.66655322850566
1,42,112.66655322850566
1,43,112.66655322850566
1,44,112.66655322850566
1,45,112.66655322850566
1,46,112.66655322850566
1,47,112.66655322850566
1,48,112.66655322850566
1,49,112.66655322850566
1,50,112.66655322850566
1,51,112.66655322850566
1,52,112.66655322850566
1,53,112.66655322850566
1,54,112.66655322850566
1,55,112.66655322850566
1,56,112.66655322850566
1,57,112.66655322850566
1,58,112.66655322850566
1,59,112.66655322850566
1,60,112.66655322850566
1,61,112.66655322850566
1,62,112.66655322850566
1,63,112.66655322850566
1,64,112.66655322850566
1,65,112.66655322850566
1,66,112.66655322850566
1,67,112.66655322850566
1,68,112.66655322850566
1,69,112.66655322850566
1,70,112.66655322850566
1,71,112.66655322850566
1,72,112.66655322850566
1,73,112.66655322850566
1,74,112.66655322850566
1,75,112.66655322850566
1,76,112.66655322850566
1,77,112.66655322850566
1,78,112.66655322850566
1,79,112.66655322850566
1,80,112.66655322850566
1,81,112.66655322850566
1,82,112.66655322850566
1,83,112.66655322850566
1,84,112.66655322850566
1,85,112.66655322850566
1,86,112.66655322850566
1,87,112.66655322850566
1,88,112.66655322850566
1,89,112.66655322850566
1,90,112.66655322850566
1,91,112.66655322850566
1,92,112.66655322850566
1,93,112.66655322850566
1,94,112.66655322850566
1,95,112.66655322850566
1,96,112.66655322850566
1,97,112.66655322850566
1,98,112.66655322850566
1,99,112.66655322850566
1,100,112.66655322850566
1,101,118.37775790973265
1,102,118.37775790973265
1,103,118.37775790973265
1,104,118.37775790973265
1,105,118.37775790973265
1,106,118.37775790973265
1,107,118.37775790973265
1,108,116.431074481905
1,109,114.38583319172886
1,110,114.37009296169016
1,111,114.37009296169016
1,112,113.79705884280813
1,113,113.79705884280813
1,114,113.79705884280813
1,115,113.54221327190486
1,116,112.83367151191017
1,117,112.83367151191017
1,118,112.83367151191017
1,119,112.6767457730052
1,120,112.6767457730052
1,121,112.6767457730052
1,122,112.6767457730052
1,123,112.6767457730052
1,124,112.6767457730052
1,125,112.6767457730052
1,126,112.6767457730052
1,127,112.6767457730052
1,128,112.6767457730052
1,129,112.66655322850566
1,130,112.66655322850566
1,131,112.66655322850566
1,132,112.66655322850566
1,133,112.66655322850566
1,134,112.66655322850566
1,135,112.66655322850566
1,136,112.66655322850566
1,137,112.66655322850566
1,138,112.66655322850566
1,139,112.66655322850566
1,140,112.66655322850566
1,141,112.66655322850566
1,142,112.66655322850566
1,143,112.66655322850566
1,144,112.66655322850566
1,145,112.66655322850566
1,146,112.66655322850566
1,147,112.66655322850566
1,148,112.66655322850566
1,149,112.66655322850566
1,150,112.66655322850566
1,151,112.66655322850566
1,152,112.66655322850566
1,153,112.66655322850566
1,154,112.66655322850566
1,155,112.66655322850566
1,156,112.66655322850566
1,157,112.66655322850566
1,158,112.66655322850566
1,159,112.66655322850566
1,160,112.66655322850566
1,161,112.66655322850566
1,162,112.66655322850566
1,163,112.66655322850566
1,164,112.66655322850566
1,165,112.66655322850566
1,166,112.66655322850566
1,167,112.66655322850566
1,168,112.66655322850566
1,169,112.66655322850566
1,170,112.66655322850566
1,171,112.66655322850566
1,172,112.66655322850566
1,173,112.66655322850566
1,174,112.66655322850566
1,175,112.66655322850566
1,176,112.66655322850566
1,177,112.66655322850566
1,178,112.66655322850566
1,179,112.66655322850566
1,180,112.66655322850566
1,181,112.66655322850566
1,182,112.66655322850566
1,183,112.66655322850566
1,184,112.66655322850566
1,185,112.66655322850566
1,186,112.66655322850566
1,187,112.66655322850566
1,188,112.66655322850566
1,189,112.66655322850566
1,190,112.66655322850566
1,191,112.66655322850566
1,192,112.66655322850566
1,193,112.66655322850566
1,194,112.66655322850566
1,195,112.66655322850566
1,196,112.66655322850566
1,197,112.66655322850566
1,198,112.66655322850566
1,199,112.66655322850566
1,200,112.66655322850566
1,201,120.10761016805762
1,202,120.10761016805762
1,203,120.10761016805762
1,204,120.10761016805762
1,205,114.2097668501967
1,206,114.2097668501967
1,207,114.2097668501967
1,208,113.10201253979733
1,209,113.10201253979733
1,210,113.10201253979733
1,211,112.78676744521007
1,212,112.78676744521007
1,213,112.78676744521007
1,214,112.74320607003416
1,215,112.74320607003416
1,216,112.66655322850566
1,217,112.66655322850566
1,218,112.66655322850566
1,219,112.66655322850566
1,220,112.66655322850566
1,221,112.66655322850566
1,222,112.66655322850566
1,223,112.66655322850566
1,224,112.66655322850566
1,225,112.66655322850566
1,226,112.66655322850566
